source_id,series_part,chapter,baker_note_number,source_type,evidence_level,acquisition_priority,author_or_creator,title_or_description,publication_or_archive,date,document_identifier,archive_collection_box_folder,pages_cited,baker_claim_or_use,underlying_source_to_find,entities,citation_count,unique_claim_count,primary_document_needed,original_interview_needed,archive_request_may_be_needed,possible_online_document,needs_independent_corroboration,citation_incomplete,citation_ambiguous,reason_for_priority,raw_citation
BKR-0090,PART_1,6,6:75;6:77,PRIMARY_CONTEMPORARY_NEWS,B,2,,"House of Representatives, vol",Nation,,,,431; 453,"Baker cites this source in chapter 6 in connection with House of Representatives, vol; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.",,Assassination of John F. Kennedy of; House of Representatives; John F. Kennedy; Select Committeeon Assassinations,2,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Important primary evidence or strongly relevant secondary/archival material worth early acquisition.,"Ch. 6, note 75: Hearings before the Subcommittee on the Assassination of John F. Kennedy of the Select Committeeon Assassinations, House of Representatives, vol. 4, p. 431. || Ch. 6, note 77: Hearings before the Subcommittee on the Assassination of John F. Kennedy of the Select Committeeon Assassinations, House of Representatives, vol. 4, p. 453."
BKR-0091,PART_1,6,6:76,PRIMARY_CONTEMPORARY_NEWS,B,2,,See Robert J.,Nation,1993,JFK Assassination,,,Baker cites this source in chapter 6 in connection with See Robert J.; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.,"Original Record referenced or described by this secondary source, with complete provenance",Conspiracy and the Cover-up; JFK Assassination; Viking Studio,1,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Important primary evidence or strongly relevant secondary/archival material worth early acquisition.,"Ch. 6, note 76: See Robert J. Groden’s The Killing of a President: The Complete Photographic Record of the JFK Assassination, the Conspiracy and the Cover-up (New York: Viking Studio, 1993), for more information on the matter."
BKR-0092,PART_1,7,7:6,PRIMARY_CONTEMPORARY_NEWS,B,2,Larry Hancock,"Mysteries of the 112th Intelligence Corps,",Nation,2001,,,,"Baker cites this source in chapter 7 in connection with Mysteries of the 112th Intelligence Corps,; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.",,Intelligence Corps; Kennedy Assassination Chronicles; Larry Hancock; Mysteries of the,1,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Important primary evidence or strongly relevant secondary/archival material worth early acquisition.,"Ch. 7, note 6: Larry Hancock, “Mysteries of the 112th Intelligence Corps,” Kennedy Assassination Chronicles (Winter 2001): 20-27."
BKR-0093,PART_1,7,7:7,ORAL_HISTORY,A,2,,"Jack Crichton interview, July 6, 2001, Oral History Collection, Sixth Floor Museum, Dallas.",Oral History Collection; Sixth Floor Museum,"July 6, 2001",,Oral History Collection; Sixth Floor Museum,,"Baker cites this source in chapter 7 in connection with Jack Crichton interview, July 6, 2001, Oral History Collection, Sixth Floor Museum, Dallas.; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.",,Jack Crichton; Oral History Collection; Sixth Floor Museum,1,1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Important primary evidence or strongly relevant secondary/archival material worth early acquisition.,"Ch. 7, note 7: Jack Crichton interview, July 6, 2001, Oral History Collection, Sixth Floor Museum, Dallas."
BKR-0094,PART_1,7,7:15,PRIMARY_GOVERNMENT,A,2,,"nschildt reading his memoirs to Willem Oltmans, 1969",,1969,recording,,,"Baker cites this source in chapter 7 in connection with nschildt reading his memoirs to Willem Oltmans, 1969; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.",,Willem Oltmans,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Important primary evidence or strongly relevant secondary/archival material worth early acquisition.,"Ch. 7, note 15: Tape recording of de Mohrenschildt reading his memoirs to Willem Oltmans, 1969."
BKR-0095,PART_1,7,7:21,PRIMARY_CONTEMPORARY_NEWS,B,2,,Peter Paul Gregory was a consulting petroleum engineer who taught Russian part-time. Oswald had purportedly been referred to Gregory as someone who could certify his Russianlanguage skills.,Time,,,,,Baker cites this source in chapter 7 in connection with Peter Paul Gregory was a consulting petroleum engineer who taught Russian part-time. Oswald had purportedly been referred to Gregory as someone who could certify his Russianlanguage skills.; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.,,Peter Paul Gregory,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Important primary evidence or strongly relevant secondary/archival material worth early acquisition.,"Ch. 7, note 21: Peter Paul Gregory was a consulting petroleum engineer who taught Russian part-time. Oswald had purportedly been referred to Gregory as someone who could certify his Russianlanguage skills."
BKR-0096,PART_1,7,7:24,PRIMARY_CONTEMPORARY_NEWS,B,2,,"nschildt, J Am a Patsy! I Am a Patsy! (unpublished), p",Time,,,,226,"Baker cites this in support of the surrounding discussion: In his own testimony, Bouhe told Jenner that he had been wary of Oswald at first. He said he had even worried about attending an initial welcome dinner for the Oswalds thrown by Peter Paul Gregory, Oswald’s first White Russian contact on returning from the USSR.",,De Mohrenschildt; George de Mohrenschildt; House Select Committee; House Select Committee on Assassinations,1,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Important primary evidence or strongly relevant secondary/archival material worth early acquisition.,"Ch. 7, note 24: George de Mohrenschildt, J Am a Patsy! I Am a Patsy! (unpublished), p. 226; House Select Committee on Assassinations, vol. I] appendix. De Mohrenschildt was in discussions with a Dutch publisher about a possible book deal at the time of his death."
BKR-0097,PART_1,7,7:27,PRIMARY_CONTEMPORARY_NEWS,B,2,,nschildt’s,Nation,1972,,,,Baker cites this source in chapter 7 in connection with nschildt’s; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.,,George W. Bush; George de Mohrenschildt; Jimmy Allison. She and Jimmy; Mohrenschildt’s. Holloway’s; Patrick Holloway; Republic National Bank Building,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Important primary evidence or strongly relevant secondary/archival material worth early acquisition.,"Ch. 7, note 27: Bush’s original lawyer was Patrick Holloway, member of a law firm in the Republic National Bank Building with its offices on the same floor as George de Mohrenschildt’s. Holloway’s wife Linda would later divorce him and end up marrying Bush’s friend and political lieutenant Jimmy Allison. She and Jimmy would end up effectively babysitting George W. Bush in Alabama in 1972 when he got in trouble with his Guard unit."
BKR-0098,PART_1,7,7:32,PRIMARY_INTERVIEW,A,2,Pat Holloway,Interview with Pat Holloway,,"March 11, 2008",,,,"Baker cites this in support of the surrounding discussion: immediate. For instance, on the evening of November 25, LBJ and Martin Luther King talked, and LBJ said, “It’s just an impossible period—we’ve got a budget coming up.” That morning, he told Joe Alsop that “the President must not inject himself into, uh, local killings,” to which Alsop immediately replied, “I agree with that, but in this case it does happen to be the killing of the President.” Also on the same day LBJ told Hoover, “We can’t be checking up on every shooting scrape in the country.”",,Brown and Root; Pat Holloway,1,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Important primary evidence or strongly relevant secondary/archival material worth early acquisition.,"Ch. 7, note 32: Author interview with Pat Holloway, March 11, 2008. Halliburton had merged with Brown and Root in 1962."
BKR-0099,PART_1,7,7:35,SECONDARY_BOOK,B,2,J. Gilberto Quezada,Border Boss: Manuel B. Bravo and Zapata County,"College Station: Texas A&M University Press, 1999",1999,,,,Baker cites this source in chapter 7 in connection with Border Boss: Manuel B. Bravo and Zapata County; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.,,Border Boss; College Station; J. Gilberto Quezada; Manuel B. Bravo and Zapata County; University Press,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Important primary evidence or strongly relevant secondary/archival material worth early acquisition.,"Ch. 7, note 35: J. Gilberto Quezada, Border Boss: Manuel B. Bravo and Zapata County (College Station: Texas A&M University Press, 1999)."
BKR-0100,PART_1,8,8:6,PRIMARY_INTERVIEW,A,2,Cathryn Wolfman,Interview with Cathryn Wolfman,,"November 21, 2006",,,,Baker cites this source in chapter 8 in connection with Interview with Cathryn Wolfman; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.,,Cathryn Wolfman; John Kerry’s; Vietnam War,1,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Important primary evidence or strongly relevant secondary/archival material worth early acquisition.,"Ch. 8, note 6: Author interview with Cathryn Wolfman, November 21, 2006. Wolfman recalled that W. rarely displayed any interest in politics. “I thought he’d be a stockbroker,” she said. Had the two discussed politics, they might have broken up sooner: Wolfman says she was against the Vietnam War; in 2004 she donated to John Kerry’s bid to unseat W."
BKR-0101,PART_1,8,8:7,PRIMARY_CONTEMPORARY_NEWS,B,2,,secuted in this period on tax charges by the crusading attorney general Bobby Kennedy a few months before the JFK assassination—one of numerous Bush family friends to face investigati,Nation,,JFK assassination,,,Baker cites this source in chapter 8 in connection with secuted in this period on tax charges by the crusading attorney general Bobby Kennedy a few months before the JFK assassination—one of numerous Bush family friends to face investigati; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.,,Bobby Kennedy; Kennedy White House,1,1,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Important primary evidence or strongly relevant secondary/archival material worth early acquisition.,"Ch. 8, note 7: Tina’s uncle Igor was prosecuted in this period on tax charges by the crusading attorney general Bobby Kennedy a few months before the JFK assassination—one of numerous Bush family friends to face investigation by the Kennedy White House—and would later write in a book how he planned to “tear the robe of respectability” off RFK."
BKR-0102,PART_1;PART_2;PART_3,8;15;20,8:8;8:29;8:33;8:42;8:4;15:11;20:25,SECONDARY_BOOK,B,2,Bill Minutaglio,First Son: George W. Bush and the Bush Family Dynasty,"New York: Three Rivers Press, 1999",1999,,,124-125; 139; 143; 148; 175-76; 184,Baker cites this source in chapter 8 in connection with First Son: George W. Bush and the Bush Family Dynasty; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping. | Baker cites this source in chapter 15 in connection with First Son: George W. Bush and the Bush Family Dynasty; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping. | Baker cites this source in chapter 20 in connection with First Son: George W. Bush and the Bush Family Dynasty; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.,,Bill Minutaglio; Family Dynasty; First Son; George W. Bush; George W. Bush and the Bush; Three Rivers Press,7,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Important primary evidence or strongly relevant secondary/archival material worth early acquisition.,"Ch. 8, note 8: Bill Minutaglio, First Son: George W. Bush and the Bush Family Dynasty (New York: Three Rivers Press, 1999), pp. 124-125. This book, published before the 2000 election, provides the most comprehensive study of W.’s rise to power in Texas. || Ch. 8, note 29: Minutaglio, First Son, p. 139. || Ch. 8, note 33: Minutaglio, First Son, p. 143 || Ch. 8, note 42: Minutaglio, First Son, p. 148. || Ch. 8, note 4: Minutaglio, First Son, p. 148. || Ch. 15, note 11: Bill Minutaglio, First Son: George W. Bush and the Bush Family Dynasty (New York: Three Rivers Press, 1999). p. 184. || Ch. 20, note 25: Bill Minutaglio, First Son: George W. Bush and the Bush Family Dynasty (New York: Three Rivers Press, 1999), pp. 175-76."
BKR-0103,PART_1;PART_2;PART_3,8;13;14;15,8:12;13:50;14:26;14:29;14:32;15:4;15:8;15:18,PRIMARY_INTERVIEW,A,2,Bill White,Interview with Bill White,,"July 18, 2004",,,,"Baker cites this source in chapter 8 in connection with Interview with Bill White; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping. | Baker cites this source in chapter 13 in connection with Interview with Bill White; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping. | Baker cites this source in chapter 14 in connection with Interview with Bill White; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping. | Baker cites this in support of the surrounding discussion: Bush is the only Harvard Business School graduate that I know of who ever left there without a goddamned job?” asked Bill White, former business partner of W.’s friend Jim Bath and himself a Harvard Business School graduate. “He had fifty-three job interviews with Fortune 500 companies, McKinsey and Company, Booz Allen, everybody wants Harvard people. But Bush came back to [Texas] with no job!” | Baker cites this source in chapter 15 in connection with Interview with Bill White; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.",,Bill White,8,5,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Important primary evidence or strongly relevant secondary/archival material worth early acquisition.,"Ch. 8, note 12: Author interview with Bill White, July 18, 2004. || Ch. 13, note 50: CBC interview with Bill White. || Ch. 14, note 26: CBC interview with Bill White. || Ch. 14, note 29: CBC interview with Bill White. || Ch. 14, note 32: Author interview with Bill White, November 14, 2006. || Ch. 15, note 4: Author interview with Bill White, November 14, 2006. || Ch. 15, note 8: CBC interview with Bill White. || Ch. 15, note 18: CBC interview with Bill White."
BKR-0104,PART_1,8,8:17,PRIMARY_INTERVIEW,A,2,Inge Honneus,Interview with Inge Honneus,,"April 11, 2006",,,,Baker cites this source in chapter 8 in connection with Interview with Inge Honneus; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.,,Inge Honneus,1,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Important primary evidence or strongly relevant secondary/archival material worth early acquisition.,"Ch. 8, note 17: Author interview with Inge Honneus, April 11, 2006."
BKR-0105,PART_1,8,8:27,PRIMARY_INTERVIEW,A,2,Jo Thomas,Interview with Jo Thomas,,"Syracuse, New York, August 28, 2004",,,,Baker cites this source in chapter 8 in connection with Interview with Jo Thomas; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.,,Jo Thomas,1,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Important primary evidence or strongly relevant secondary/archival material worth early acquisition.,"Ch. 8, note 27: Author interview with Jo Thomas, Syracuse, New York, August 28, 2004."
BKR-0106,PART_1,8,8:28,PRIMARY_INTERVIEW,A,2,David Klausmeyer,Interview with David Klausmeyer,,"November 14, 2006",,,,Baker cites this source in chapter 8 in connection with Interview with David Klausmeyer; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.,,David Klausmeyer,1,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Important primary evidence or strongly relevant secondary/archival material worth early acquisition.,"Ch. 8, note 28: Author interview with David Klausmeyer, November 14, 2006."
BKR-0107,PART_1,8,8:31,PRIMARY_CONTEMPORARY_NEWS,B,2,,"Senate campaign, with which W",Time,1968,,,,"Baker cites this source in chapter 8 in connection with Senate campaign, with which W; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.",,Edward Gurey’s; Florida Senate; Jimmy Allison; Midland. He; Richard Nixon; Richard Nixon’s,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Important primary evidence or strongly relevant secondary/archival material worth early acquisition.,"Ch. 8, note 31: Jimmy Allison had been a newspaper publisher in Midland. He left that to run Poppy’s congressional campaigns and D.C. congressional office, as well as Edward Gurey’s 1968 Florida Senate campaign, with which W. had been involved. The wealthy Blount was seeking political office for the first time, and Allison’s job was to get him elected—and importantly to add Alabama’s electoral votes to Richard Nixon’s landslide."
BKR-0108,PART_1,8,8:34;8:43,PRIMARY_INTERVIEW,A,2,Linda Allison,Interview with Linda Allison,,"July 20, 2004",,,,Baker cites this source in chapter 8 in connection with Interview with Linda Allison; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.,,Linda Allison,2,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Important primary evidence or strongly relevant secondary/archival material worth early acquisition.,"Ch. 8, note 34: Author interview with Linda Allison, July 20, 2004. || Ch. 8, note 43: Author interview with Linda Allison, July 20, 2004."
BKR-0109,PART_1;PART_3,8;20,8:35;8:51;20:4,SECONDARY_BOOK,B,2,James Moore,"Bush's War for Reelection: Iraq, the White House, and the People","Hoboken, NJ: Wiley, 2004",2004,,,150; 171; 222,"Baker cites this source in chapter 8 in connection with Bush's War for Reelection: Iraq, the White House, and the People; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping. | Baker cites this source in chapter 20 in connection with Bush's War for Reelection: Iraq, the White House, and the People; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.",,Bush's War for Reelection; Bush’s War for Reelection; Iraq; James Moore; John Wiley & Sons; White House; White House and the People,3,2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Important primary evidence or strongly relevant secondary/archival material worth early acquisition.,"Ch. 8, note 35: James Moore, Bush's War for Reelection: Iraq, the White House, and the People (Hoboken, NJ: Wiley, 2004), p. 150. || Ch. 8, note 51: Moore, Bush’s War for Reelection, p. 171. || Ch. 20, note 4: James Moore, Bush's War for Reelection: Iraq, the White House and the People (New York: John Wiley & Sons, 2004), p. 222."
BKR-0110,PART_1,8,8:40,PRIMARY_INTERVIEW,A,2,Janet Linke,Interview with Janet Linke,,"September 29, 2004",,,,Baker cites this source in chapter 8 in connection with Interview with Janet Linke; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.,,Janet Linke,1,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Important primary evidence or strongly relevant secondary/archival material worth early acquisition.,"Ch. 8, note 40: Author interview with Janet Linke, September 29, 2004."
BKR-0111,PART_1;PART_2,8;13,8:41;8:44;13:9,PRIMARY_INTERVIEW,A,2,Dr,Interview with Dr,,"July 23, 2004",,,,Baker cites this source in chapter 8 in connection with Interview with Dr; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping. | Baker cites this source in chapter 13 in connection with Interview with Dr; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.,,Bush White House; Dr. John Andrew Harris; Dr. Richard Mayo,3,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Important primary evidence or strongly relevant secondary/archival material worth early acquisition.,"Ch. 8, note 41: Author interview with Dr. Richard Mayo, July 23, 2004. || Ch. 8, note 44: Author interview with Dr. John Andrew Harris, the dentist who examined Bush, August 23,2004, and dental record released by the Bush White House. || Ch. 13, note 9: Author interview with Dr. Richard Mayo, July 23, 2004."
BKR-0112,PART_1,8,8:49,PRIMARY_INTERVIEW,A,2,Jack Gazelle,Interview with Jack Gazelle,,"August 2, 2004",,,,Baker cites this source in chapter 8 in connection with Interview with Jack Gazelle; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.,,Jack Gazelle,1,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Important primary evidence or strongly relevant secondary/archival material worth early acquisition.,"Ch. 8, note 49: Author interview with Jack Gazelle, August 2, 2004."
BKR-0113,PART_1,8,8:50,PRIMARY_INTERVIEW,A,2,Jimmy Wynn,Interview with Jimmy Wynn,,"July 24, 2004",,,,Baker cites this source in chapter 8 in connection with Interview with Jimmy Wynn; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.,,Jimmy Wynn,1,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Important primary evidence or strongly relevant secondary/archival material worth early acquisition.,"Ch. 8, note 50: Author interview with Jimmy Wynn, July 24, 2004."
BKR-0114,PART_2,9,9:10,SECONDARY_BOOK,B,2,Anthony Summers,The Arrogance of Power: The Secret World of Richard Nixon,"New York: Penguin Books, 2000",2000,,,46-47,Baker cites this source in chapter 9 in connection with The Arrogance of Power: The Secret World of Richard Nixon; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.,,Anthony Summers; Penguin Books; Richard Nixon,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Important primary evidence or strongly relevant secondary/archival material worth early acquisition.,"Ch. 9, note 10: Anthony Summers, The Arrogance of Power: The Secret World of Richard Nixon (New York: Penguin Books, 2000), pp. 46-47."
BKR-0115,PART_2,9,9:11,SECONDARY_BOOK,B,2,Roger Morris,Richard Milhous Nixon,"New York: Henry Holt, 1990",1990,,,257,Baker cites this source in chapter 9 in connection with Richard Milhous Nixon; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.,,Henry Holt; Richard Milhous Nixon; Roger Morris,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Important primary evidence or strongly relevant secondary/archival material worth early acquisition.,"Ch. 9, note 11: Roger Morris, Richard Milhous Nixon (New York: Henry Holt, 1990), pp. 257, 261."
BKR-0116,PART_2,9;13,9:20;13:28,PRIMARY_CONTEMPORARY_NEWS,B,2,,security,Nation,,,,,Baker cites this source in chapter 9 in connection with security; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping. | Baker cites this source in chapter 13 in connection with security; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.,,Department of Defenseto; In March; Robert B. Anderson; Saudi National Guard; Texas Mid-Continent Oil and Gas Association; Vinnell Corporation,2,2,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Important primary evidence or strongly relevant secondary/archival material worth early acquisition.,"Ch. 9, note 20: As president, Eisenhower stopped a grand jury investigation into the “International petroleum cartel” on the basis of “national security.” Eisenhower chose Robert B. Anderson, president of the Texas Mid-Continent Oil and Gas Association, as his secretary of the Navy, deputy secretary of defense, and secretary of the treasury. || Ch. 13, note 28: In March 1973, an American firm, Vinnell Corporation, was hired by the Department of Defenseto “modernize” the Saudi National Guard, and has ever since played a major role in the kingdom’s internal security. Vinnell had a long history of association with U.S. intelligence and had been involved in arming and supplying Chinese anti-Communist forces in the 1940s."
BKR-0117,PART_2,9,9:24,PRIMARY_CONTEMPORARY_NEWS,B,2,,Senate bid,New York Times,1964,,,,"Baker cites this in support of the surrounding discussion: Outside the small circle of longtime Nixon loyalists, the Bush group seems to have fared better than any other party faction in Nixon’s first administration. Bill Clements, Poppy’s friend and sometime oil drilling partner, became deputy secretary of defense, a position that involved securing oil for the U.S. military.","Original interview referenced or described by this secondary source, with complete provenance",Bill Clements; Donald Rums-feld; Dresser Industries; Dresser. In; During the; Gulf of Mexico; Juan Peron; Nixon and Ford; Persian Gulf. Like; U.S. Senate; When Bush,1,1,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Important primary evidence or strongly relevant secondary/archival material worth early acquisition.,"Ch. 9, note 24: Bill Clements, who would serve under both Nixon and Ford (where his boss was Donald Rums-feld),owned the giant offshore drilling equipment and drilling contractor SEDCO, which was deeply wired into the Bush political machine. During the 1950s, Dresser Industries had recommended SEDCO to the government of Argentine strongman Juan Peron, who was trying to develop Argentina’s oil reserves. SEDCO drilled about one thousand wells for Peron, and bought ten million dollars’ worth of supplies from Dresser. In 1964, Clements served as statewide campaign finance chair for Poppy’s 1964 U.S. Senate bid. When Bush decided to get out of the oil business, as noted in chapter 3, there was discussion about Clements taking over Zapata; instead, the two firms went into a joint venture in the Persian Gulf. Like many of the entities associated with the rise of the Bushes, SEDCO had its share of international crises requiring a friendly ear in Washington: the company was involved in the world’s largest oil spill (in the Gulf of Mexico) and later filed suit against the revolutionary Iranian government over the seizure of its rigs. When a New York Times reporter tried to interview Clements’s son, the company’s president, he declined, explaining, “We like to keep a low profile.”"
BKR-0118,PART_2,9,9:27,PRIMARY_CONTEMPORARY_NEWS,B,2,,sector largely identified with liberal values and criticism of the establishment,Nation,1969,,,,Baker cites this source in chapter 9 in connection with sector largely identified with liberal values and criticism of the establishment; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.,,In April; Republican National Committee,1,1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Important primary evidence or strongly relevant secondary/archival material worth early acquisition.,"Ch. 9, note 27: In April 1969, shortly after Morton was named Republican National Committee chair, he and Bush called for the IRS to create a division to begin examining nonprofit groups—then a quickly growing sector largely identified with liberal values and criticism of the establishment."
BKR-0119,PART_2,9,9:28,SECONDARY_BOOK,B,2,Iwan W. Morgan,Nixon,"London: Hodder Arnold, 2002",2002,,,125,"Baker cites this in support of the surrounding discussion: But especially in his first term, he worked to accommodate both sides, while he and Kissinger fashioned foreign policy themselves, in a way that bypassed the Pentagon, the CIA, and even the State Department. He wasn’t about to let the “the striped-pants faggots on Foggy Bottom” tell him what to do, he said, and that included the Yalies at the CIA.",,CIA; Hodder Arnold; Iwan W. Morgan,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Important primary evidence or strongly relevant secondary/archival material worth early acquisition.,"Ch. 9, note 28: Iwan W. Morgan, Nixon (London: Hodder Arnold, 2002), p. 125."
BKR-0120,PART_2,9,9:29,SECONDARY_BOOK,B,2,Stephen E. Ambrose,"Nixon: The Triumph of a Politician, 1962-1972","New York: Simon & Schuster, 1989",1962,,,234,"Baker cites this source in chapter 9 in connection with Nixon: The Triumph of a Politician, 1962-1972; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.",,Simon & Schuster; Stephen E. Ambrose,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Important primary evidence or strongly relevant secondary/archival material worth early acquisition.,"Ch. 9, note 29: Stephen E. Ambrose, Nixon: The Triumph of a Politician, 1962-1972 (New York: Simon & Schuster, 1989), p. 234."
BKR-0121,PART_2,9,9:30,SECONDARY_BOOK,B,2,For the best account of this,"see Robert Dallek, Nixon and Kissinger: Partners in Power","New York: Harper Collins, 2007",2007,,,,"Baker cites this source in chapter 9 in connection with see Robert Dallek, Nixon and Kissinger: Partners in Power; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.",,Harper Collins; Nixon and Kissinger; Robert Dallek,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Important primary evidence or strongly relevant secondary/archival material worth early acquisition.,"Ch. 9, note 30: For the best account of this, see Robert Dallek, Nixon and Kissinger: Partners in Power (New York: Harper Collins, 2007)."
BKR-0122,PART_2,9,9:36,PRIMARY_CONTEMPORARY_NEWS,B,2,Robert Baskin,"Liberals Conclude Nixon Lost to Right,",Dallas Morning News,"July 9, 1969",,,,"Baker cites this source in chapter 9 in connection with Liberals Conclude Nixon Lost to Right,; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.",,Dallas Morning News; Liberals Conclude Nixon Lost; Robert Baskin,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Important primary evidence or strongly relevant secondary/archival material worth early acquisition.,"Ch. 9, note 36: Robert Baskin, “Liberals Conclude Nixon Lost to Right,” Dallas Morning News, July 9, 1969."
BKR-0123,PART_2,9,9:44,SECONDARY_BOOK,B,2,William Safire,Before the Fall: An Inside Look at the Pre-Watergate White House,"Garden City, NY: Doubleday, 1975",1975,,,646,Baker cites this source in chapter 9 in connection with Before the Fall: An Inside Look at the Pre-Watergate White House; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.,,An Inside Look; Before the Fall; Garden City; Pre-Watergate White House; Watergate; William Safire,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Important primary evidence or strongly relevant secondary/archival material worth early acquisition.,"Ch. 9, note 44: William Safire, Before the Fall: An Inside Look at the Pre-Watergate White House (Garden City, NY: Doubleday, 1975), p. 646."
